image_id,block_size,num_masks,mask_type,noise_level,MSE,MAE,PSNR,SSIM,LPIPS,L2_norm,Avg_measurement_MSE,mask_prob,method,protein
15,1,1,fourier_ring,0.0,0.0660232976078987,0.204444408416748,17.823627838569138,0.2297995266655189,0.2210361212491989,32.88959884643555,0.0019568954594433,0.2,dct,EMPIAR10076_128
0,1,1,fourier_ring,0.0,0.0655126869678497,0.2034529447555542,17.857345466313195,0.2277321881115783,0.2112965732812881,32.76217269897461,0.0019998024217784,0.2,dct,EMPIAR10076_128
1,1,1,fourier_ring,0.0,0.0771910846233367,0.2212693244218826,17.14492860843485,0.2222079788048029,0.2025392353534698,35.56260299682617,0.0021572697442024,0.2,dct,EMPIAR10076_128
2,1,1,fourier_ring,0.0,0.0689122676849365,0.2094739824533462,17.637634645851378,0.217046105682351,0.2009258568286895,33.60146713256836,0.0020050252787768,0.2,dct,EMPIAR10076_128
3,1,1,fourier_ring,0.0,0.0711991339921951,0.2132292985916137,17.49585299514825,0.2374895299670991,0.228039264678955,34.15445327758789,0.0023544803261756,0.2,dct,EMPIAR10076_128
4,1,1,fourier_ring,0.0,0.0721799880266189,0.2141124606132507,17.43643195403162,0.2113395283127042,0.2409100830554962,34.38890838623047,0.0021081122104078,0.2,dct,EMPIAR10076_128
5,1,1,fourier_ring,0.0,0.0631571784615516,0.1998330354690551,18.016372613925363,0.2260420309632416,0.245879516005516,32.16779708862305,0.0020137024112045,0.2,dct,EMPIAR10076_128
6,1,1,fourier_ring,0.0,0.0708505511283874,0.2116069942712783,17.51716717827644,0.1984274375100818,0.3478961586952209,34.07073974609375,0.0020314366556704,0.2,dct,EMPIAR10076_128
7,1,1,fourier_ring,0.0,0.0750718414783477,0.2188576757907867,17.26582959463147,0.2049976407031203,0.2188131511211395,35.07102584838867,0.0021717997733503,0.2,dct,EMPIAR10076_128
8,1,1,fourier_ring,0.0,0.0677105188369751,0.2080751657485962,17.714038142576893,0.2325102439752021,0.1890235841274261,33.30719375610352,0.0021479323040694,0.2,dct,EMPIAR10076_128
9,1,1,fourier_ring,0.0,0.0679396092891693,0.2076548039913177,17.699369496152332,0.2279971555727457,0.2617869675159454,33.36349105834961,0.0021112391259521,0.2,dct,EMPIAR10076_128
